
2,234,Testeer,Cong nghe phan mem,18:52:59,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:52:59,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:52:59,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:52:59,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:52:59,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:52:59,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:52:59,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:52:59,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:52:59,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:52:59,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:52:59,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:52:59,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:00,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:00,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:00,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:00,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:00,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:00,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:00,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:00,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:00,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:00,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:00,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:01,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:01,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:01,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:01,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:01,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:01,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:01,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:01,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:01,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:01,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:01,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:01,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:02,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:02,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:02,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:02,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:02,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:02,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:02,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:02,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:02,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:02,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:02,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:03,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:03,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:03,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:03,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:03,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:03,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:03,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:03,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:03,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:03,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:03,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:03,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:04,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:04,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:04,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:04,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:04,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:04,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:04,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:04,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:04,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:04,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:04,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:04,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:05,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:05,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:05,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:05,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:05,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:05,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:05,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:05,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:05,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:05,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:05,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:06,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:06,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:06,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:06,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:06,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:06,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:06,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:06,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:06,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:06,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:06,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:06,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:07,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:07,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:07,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:07,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:07,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:07,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:07,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:07,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:07,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:07,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:07,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:07,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:08,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:08,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:08,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:08,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:08,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:08,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:08,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:08,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:08,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:08,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:08,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:08,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:09,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:09,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:09,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:09,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:09,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:09,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:09,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:09,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:09,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:09,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:09,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:09,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:10,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:10,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:10,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:10,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:10,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:10,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:10,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:10,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:10,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:10,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:10,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:10,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:11,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:11,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:11,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:11,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:11,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:11,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:11,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:11,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:11,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:11,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:11,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:13,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:13,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:13,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:13,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:14,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:14,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:14,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:14,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:14,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:14,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:14,04/08/21,Di tre
2,234,Testeer,Cong nghe phan mem,18:53:14,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:15,04/08/21,Di tre
1,123,Cong Tan,Big Data & Machine Learning,18:53:15,04/08/21,Di tre
